,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,reviews_per_month,bathrooms_quantity,wifi,tv,hot_water,kitchen,pets_allowed,free_parking,pool,bathroom_is_shared,bathrooms_type,price_range
146,f,t,Copacabana,-22.98277,-43.1936,Entire rental unit,Entire home/apt,10,2 baths,1.0,9.0,336.0,2,15,7,f,0.08,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
147,f,t,Copacabana,-22.9619,-43.1749,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,259.0,2,1125,105,t,0.88,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
148,f,t,Copacabana,-22.96633,-43.17754,Private room in rental unit,Private room,4,0 shared baths,1.0,2.0,250.0,2,90,33,f,0.29,0.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
149,f,t,Copacabana,-22.96333,-43.17483,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,121.0,3,180,126,f,1.09,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
150,f,t,Copacabana,-22.96633,-43.17754,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,180.0,2,90,19,f,0.2,1.0,1,1,1,0,0,0,0,0,bath,\$100 - \$250
151,f,t,Copacabana,-22.96745,-43.17654,Private room in rental unit,Private room,3,1 bath,1.0,2.0,180.0,2,365,1,f,0.03,1.0,0,1,0,0,0,0,0,0,bath,\$100 - \$250
152,t,t,Copacabana,-22.98484,-43.19215,Entire rental unit,Entire home/apt,5,1 bath,1.0,1.0,150.0,30,90,25,f,0.21,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
153,f,t,Copacabana,-22.96633,-43.17754,Private room in rental unit,Private room,2,1 shared bath,2.0,2.0,180.0,2,30,4,f,0.06,1.0,1,1,1,0,0,0,0,1,shared bath,\$100 - \$250
154,t,t,Copacabana,-22.98069,-43.19277,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,179.0,6,90,28,f,0.25,1.0,1,1,0,0,0,0,0,0,bath,\$100 - \$250
155,f,t,Copacabana,-22.97566,-43.18893,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,359.0,4,30,4,f,0.04,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
157,f,t,Santa Teresa,-22.9144,-43.18163,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,226.0,3,1125,1,f,0.02,1.0,0,1,0,1,0,0,0,0,bath,\$100 - \$250
158,f,t,Santa Teresa,-22.9155,-43.18423,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,226.0,3,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$100 - \$250
159,f,t,Copacabana,-22.96849,-43.18863,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,250.0,2,30,43,t,0.38,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
160,f,t,Laranjeiras,-22.9409,-43.19129,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,3.0,250.0,2,1125,8,f,0.81,1.5,1,1,1,1,0,0,0,0,bath,\$100 - \$250
161,t,t,Laranjeiras,-22.93477,-43.17963,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,134.0,29,1125,16,f,0.19,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
162,t,t,Santa Teresa,-22.91735,-43.18133,Entire guesthouse,Entire home/apt,3,1 bath,1.0,2.0,156.0,2,1125,49,t,0.55,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
163,f,t,Santa Teresa,-22.92978,-43.19623,Private room in rental unit,Private room,2,1 bath,1.0,1.0,835.0,2,300,7,f,0.07,1.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
164,t,t,Copacabana,-22.97975,-43.19016,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,178.0,5,1125,126,f,1.38,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
165,f,f,Ipanema,-22.98323,-43.1982,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,281.0,5,28,8,f,0.09,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
166,f,f,Copacabana,-22.96738,-43.18026,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,152.0,6,365,26,f,0.25,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
167,f,t,Copacabana,-22.96779,-43.18065,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,2.0,125.0,3,90,174,t,1.47,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
168,f,t,Ipanema,-22.98116,-43.19864,Entire rental unit,Entire home/apt,4,1 bath,2.0,0.0,345.0,5,14,22,f,0.2,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
169,f,t,Ipanema,-22.98377,-43.20067,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,179.0,2,180,125,f,1.07,1.5,1,1,1,1,0,0,0,0,bath,\$100 - \$250
170,f,f,Senador Camará,-22.88029,-43.49154,Private room in residential home,Private room,2,1 private bath,1.0,1.0,66.0,1,6,2,f,0.02,1.0,1,1,1,1,0,1,0,0,bath,< \$100
172,f,t,Ipanema,-22.98649,-43.19793,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,2.0,172.0,4,20,44,f,0.47,1.5,1,1,1,1,0,0,0,0,bath,\$100 - \$250
173,f,t,Ipanema,-22.9819,-43.20042,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,228.0,10,1125,15,f,0.14,2.0,0,1,0,1,0,0,0,0,bath,\$100 - \$250
174,f,t,Leblon,-22.98036,-43.22677,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,400.0,4,365,11,f,0.09,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
175,f,t,Botafogo,-22.94471,-43.18421,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,152.0,3,1125,95,f,0.81,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
176,f,t,Copacabana,-22.96703,-43.18193,Entire rental unit,Entire home/apt,6,3 baths,3.0,3.0,1123.0,3,1125,3,f,0.14,3.0,1,1,1,1,0,0,0,0,bath,> \$1000
177,f,f,Botafogo,-22.94187,-43.18707,Private room in residential home,Private room,3,1 bath,1.0,3.0,730.0,3,90,1,f,0.01,1.0,1,0,0,1,0,1,0,0,bath,\$501 - \$750
178,f,f,Botafogo,-22.94259,-43.18703,Private room in residential home,Private room,2,1 bath,1.0,2.0,730.0,3,90,3,f,0.03,1.0,1,1,0,1,0,1,0,0,bath,\$501 - \$750
179,t,t,Santa Teresa,-22.92661,-43.19146,Private room in rental unit,Private room,2,2 baths,1.0,1.0,200.0,2,90,22,f,0.25,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
181,t,t,Ipanema,-22.98531,-43.20082,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,233.0,4,90,194,t,1.72,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
182,f,t,Ipanema,-22.98123,-43.19865,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,157.0,3,30,13,f,0.4,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
183,t,t,Copacabana,-22.96488,-43.17707,Entire rental unit,Entire home/apt,8,2 baths,2.0,4.0,200.0,3,120,102,f,0.9,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
185,t,t,Botafogo,-22.94231,-43.18528,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,98.0,5,1000,13,f,0.14,2.0,1,1,1,1,0,1,0,1,shared bath,< \$100
186,f,f,Vargem Grande,-23.00075,-43.50841,Shared room in residential home,Shared room,1,1 bath,1.0,1.0,445.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
187,f,t,Copacabana,-22.96825,-43.18237,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,110.0,3,90,113,f,0.99,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
188,f,t,Copacabana,-22.97696,-43.18933,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,185.0,3,60,198,f,1.69,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
191,f,f,Vargem Grande,-22.9682,-43.49165,Private room in loft,Private room,2,1 bath,1.0,1.0,200.0,1,30,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
192,f,f,Jardim Botânico,-22.96547,-43.23666,Private room in residential home,Private room,2,1 bath,1.0,1.0,1113.0,1,30,0,f,0.0,1.0,1,1,0,0,0,1,0,0,bath,> \$1000
193,f,f,Recreio dos Bandeirantes,-23.02176,-43.51962,Private room in residential home,Private room,4,1 bath,1.0,2.0,200.0,2,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,0,bath,\$100 - \$250
194,f,t,Leblon,-22.9789,-43.22399,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,105.0,1,30,45,f,0.4,1.0,1,0,1,1,0,0,0,1,shared bath,\$100 - \$250
195,f,t,Botafogo,-22.94351,-43.18324,Private room in rental unit,Private room,2,2 baths,1.0,2.0,120.0,3,15,106,f,0.96,2.0,1,0,1,0,0,0,0,0,bath,\$100 - \$250
196,f,t,Santa Teresa,-22.92879,-43.19474,Private room in residential home,Private room,16,5 baths,1.0,7.0,226.0,7,90,69,f,0.66,5.0,1,1,0,1,0,0,1,0,bath,\$100 - \$250
197,f,t,Santa Teresa,-22.92691,-43.19309,Private room in residential home,Private room,16,5 baths,1.0,7.0,226.0,7,90,35,f,0.36,5.0,1,0,0,1,0,0,1,0,bath,\$100 - \$250
199,f,t,Botafogo,-22.94684,-43.18302,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,664.0,4,30,67,f,0.61,1.0,1,1,0,1,0,0,0,0,bath,\$501 - \$750
200,f,t,Centro,-22.91421,-43.18638,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,291.0,5,90,1,f,0.01,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
202,t,t,Leme,-22.96392,-43.17263,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,157.0,1,30,112,f,1.26,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
203,f,t,Barra da Tijuca,-23.0098,-43.37099,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,396.0,3,90,64,f,0.6,2.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
204,f,f,Vila da Penha,-22.84208,-43.31572,Private room in rental unit,Private room,2,1 bath,1.0,1.0,362.0,1,10,0,f,0.0,1.0,1,0,0,0,0,0,0,0,bath,\$251 - \$500
205,f,t,Copacabana,-22.96654,-43.18248,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,125.0,3,90,73,f,0.66,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
206,t,t,Botafogo,-22.95469,-43.17486,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,639.0,4,45,4,f,0.42,2.0,1,0,1,1,0,1,0,0,bath,\$501 - \$750
207,t,t,Copacabana,-22.98287,-43.18972,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,690.0,2,60,273,t,2.34,2.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
208,t,t,Copacabana,-22.98108,-43.18899,Entire condominium (condo),Entire home/apt,3,1 bath,1.0,1.0,250.0,3,92,198,f,1.72,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
209,t,t,Lagoa,-22.97668,-43.19735,Entire condominium (condo),Entire home/apt,5,2.5 baths,3.0,3.0,627.0,2,1125,19,f,0.3,2.5,1,1,1,1,0,1,1,0,bath,\$501 - \$750
210,f,f,Copacabana,-22.98127,-43.19215,Private room in rental unit,Private room,2,3 baths,1.0,1.0,500.0,1,21,2,f,0.02,3.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
211,f,f,Flamengo,-22.93527,-43.17834,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,1123.0,1,1125,0,f,0.0,1.5,1,1,0,1,0,0,0,0,bath,> \$1000
212,t,t,Copacabana,-22.97369,-43.19022,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,164.0,3,30,188,f,1.71,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
215,t,t,Copacabana,-22.96689,-43.1805,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,245.0,4,240,230,t,1.98,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
216,t,t,Copacabana,-22.97537,-43.18631,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,2.0,262.0,2,90,271,f,2.37,1.5,1,1,1,1,0,0,0,0,bath,\$251 - \$500
217,t,t,Ipanema,-22.98657,-43.19549,Entire condominium (condo),Entire home/apt,3,2 baths,2.0,3.0,202.0,3,365,199,f,1.7,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
218,t,t,Ipanema,-22.98485,-43.1972,Entire condominium (condo),Entire home/apt,5,2 baths,2.0,3.0,301.0,3,90,286,f,2.47,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
219,t,f,Copacabana,-22.98419,-43.19254,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,205.0,5,90,32,f,1.43,1.5,1,1,0,1,0,0,0,0,bath,\$100 - \$250
220,f,t,Copacabana,-22.9674,-43.19116,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,179.0,2,90,12,f,0.17,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
221,t,t,Centro,-22.9114,-43.17583,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,79.0,3,1125,100,f,0.88,1.0,1,1,1,1,0,0,0,0,bath,< \$100
222,f,f,Copacabana,-22.98244,-43.19385,Entire rental unit,Entire home/apt,6,1 bath,1.0,6.0,253.0,5,90,10,t,0.09,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
223,f,t,Leblon,-22.98197,-43.21949,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,609.0,2,90,116,f,1.02,2.0,1,1,0,1,0,1,0,0,bath,\$501 - \$750
224,f,t,Santa Teresa,-22.91633,-43.18335,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,165.0,2,60,11,f,0.28,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
225,f,t,São Conrado,-22.99901,-43.27469,Private room in rental unit,Private room,2,0 baths,1.0,1.0,600.0,1,1125,0,f,0.0,0.0,1,1,0,0,0,1,1,0,bath,\$501 - \$750
226,f,t,Copacabana,-22.96714,-43.18372,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,217.0,1,90,148,f,1.29,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
227,t,t,Copacabana,-22.96938,-43.18467,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,100.0,2,60,141,f,1.24,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
228,f,t,Barra da Tijuca,-23.01121,-43.34006,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,380.0,1,60,8,t,0.08,1.0,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
229,f,f,Flamengo,-22.93974,-43.17496,Private room in rental unit,Private room,3,2.5 shared baths,1.0,3.0,354.0,30,90,115,f,1.01,2.5,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
230,f,t,Copacabana,-22.98332,-43.1911,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,457.0,5,14,11,f,0.16,2.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
231,f,t,Copacabana,-22.97716,-43.1937,Private room in rental unit,Private room,1,1 bath,1.0,1.0,150.0,90,180,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
232,f,t,Copacabana,-22.97343,-43.1902,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,233.0,2,30,78,f,0.75,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
233,f,t,Copacabana,-22.96546,-43.17605,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,3.0,979.0,2,30,0,f,0.0,2.5,1,1,1,1,0,0,0,0,bath,\$750 - \$100
234,f,t,Copacabana,-22.97258,-43.1883,Entire rental unit,Entire home/apt,6,2 baths,3.0,7.0,1031.0,3,1125,150,f,1.57,2.0,1,1,1,1,0,0,0,0,bath,> \$1000
235,f,t,Copacabana,-22.96697,-43.18053,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,144.0,3,180,10,f,0.22,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
236,t,t,Santa Teresa,-22.91424,-43.18059,Entire loft,Entire home/apt,3,1 bath,1.0,3.0,66.0,4,240,23,f,0.29,1.0,1,1,1,1,0,0,0,0,bath,< \$100
237,f,f,Anil,-22.9459,-43.33593,Private room in residential home,Private room,2,6 baths,1.0,1.0,180.0,3,6,14,f,0.16,6.0,1,1,1,0,0,1,1,0,bath,\$100 - \$250
238,f,t,Botafogo,-22.95411,-43.19469,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,200.0,2,7,9,f,0.14,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
239,f,t,São Conrado,-22.99626,-43.254,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,668.0,5,1125,8,f,0.08,1.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
240,t,t,Humaitá,-22.95733,-43.2031,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,5.0,330.0,5,30,68,f,0.66,1.5,1,1,1,1,0,1,0,0,bath,\$251 - \$500
241,t,t,Copacabana,-22.98168,-43.19363,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,200.0,2,90,24,f,0.26,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
242,f,t,Ipanema,-22.98434,-43.20793,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,800.0,4,1125,20,f,0.18,2.0,1,1,1,1,0,1,0,0,bath,\$750 - \$100
243,f,t,Ipanema,-22.98439,-43.19963,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,250.0,3,60,29,t,0.25,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
244,f,t,Copacabana,-22.98107,-43.1913,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,842.0,5,1125,53,f,0.56,2.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
245,f,t,Copacabana,-22.98269,-43.18967,Entire rental unit,Entire home/apt,6,3 baths,3.0,3.0,1066.0,5,1125,0,f,0.0,3.0,1,1,0,1,0,0,0,0,bath,> \$1000
246,f,t,Flamengo,-22.93359,-43.17734,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,800.0,4,800,46,f,0.41,1.0,1,1,1,1,0,0,0,0,bath,\$750 - \$100
247,f,t,Copacabana,-22.98116,-43.18968,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,449.0,7,365,13,f,0.12,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
248,f,t,Leblon,-22.97957,-43.22572,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,579.0,3,30,10,f,0.09,2.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
249,t,t,Laranjeiras,-22.93436,-43.19292,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,80.0,3,360,9,f,0.13,1.5,1,1,1,1,0,1,0,1,shared bath,< \$100
250,t,t,Ipanema,-22.98479,-43.19978,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,674.0,1,1125,5,f,0.04,1.0,0,1,0,0,0,0,0,0,bath,\$501 - \$750
251,t,t,Ipanema,-22.98463,-43.19917,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,253.0,2,1125,37,f,0.33,1.0,0,1,0,0,0,0,0,0,bath,\$251 - \$500
252,f,t,Humaitá,-22.96028,-43.20327,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,180.0,2,15,15,f,0.16,2.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
253,f,t,Glória,-22.92114,-43.17481,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,83.0,6,7,82,f,0.72,1.0,1,1,1,1,0,0,0,0,bath,< \$100
254,f,t,Botafogo,-22.94478,-43.18134,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,160.0,3,29,55,f,0.48,1.5,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
255,t,t,Copacabana,-22.97237,-43.18761,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,329.0,4,89,114,t,1.01,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
256,f,t,Copacabana,-22.98619,-43.18546,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,286.0,5,1125,2,f,0.02,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
257,t,t,Copacabana,-22.98168,-43.19363,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,241.0,2,89,7,f,0.07,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
258,f,f,Jardim Botânico,-22.95756,-43.20506,Private room in rental unit,Private room,1,1 bath,1.0,1.0,206.0,7,180,1,f,0.01,1.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
259,f,t,Vargem Pequena,-22.99124,-43.47979,Private room in condominium (condo),Private room,2,1 private bath,1.0,2.0,334.0,5,1125,1,f,0.03,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
260,t,f,Copacabana,-22.98115,-43.19109,Private room in rental unit,Private room,1,0.5 shared half-bath,1.0,1.0,165.0,6,90,23,f,0.39,0.5,1,1,1,1,0,0,0,1,shared half-bath,\$100 - \$250
261,f,f,Copacabana,-22.98518,-43.19151,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,365.0,4,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
262,f,t,Estácio,-22.91488,-43.2093,Room in hostel,Hotel room,1,3 baths,1.0,1.0,67.0,1,30,5,t,0.07,3.0,1,1,1,0,0,0,1,0,bath,< \$100
263,f,f,Ipanema,-22.98292,-43.20923,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,290.0,1,45,19,f,0.2,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
264,f,f,Ipanema,-22.98461,-43.20076,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,449.0,3,30,3,f,0.04,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
265,f,t,Copacabana,-22.977,-43.18969,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,365.0,2,60,0,f,0.0,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
266,f,t,Laranjeiras,-22.93615,-43.1803,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,130.0,4,1125,74,f,0.75,1.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
267,f,f,Humaitá,-22.95907,-43.20346,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,350.0,1,15,6,f,0.06,1.0,1,0,0,1,0,0,0,0,bath,\$251 - \$500
268,f,t,Copacabana,-22.97888,-43.18997,Entire rental unit,Entire home/apt,5,3 baths,4.0,5.0,1006.0,10,365,54,f,0.5,3.0,1,1,1,1,0,0,0,0,bath,> \$1000
269,t,t,Copacabana,-22.98495,-43.1926,Private room in rental unit,Private room,2,1 bath,1.0,1.0,225.0,3,1125,17,f,0.23,1.0,0,0,0,0,0,0,0,0,bath,\$100 - \$250
270,t,t,Botafogo,-22.94889,-43.18303,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,800.0,15,365,17,f,0.18,1.5,1,0,1,1,0,0,0,0,bath,\$750 - \$100
271,f,f,Copacabana,-22.98253,-43.19014,Entire rental unit,Entire home/apt,4,2 baths,1.0,1.0,617.0,6,250,9,f,0.16,2.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
272,f,t,Ipanema,-22.98583,-43.19374,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,200.0,7,180,113,f,1.0,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
273,f,t,Barra da Tijuca,-23.00665,-43.32398,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,300.0,3,1125,29,f,0.36,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
274,t,t,Copacabana,-22.9857,-43.19045,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,652.0,2,1125,113,t,1.06,2.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
275,f,f,Barra da Tijuca,-23.00439,-43.37633,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,150.0,2,30,16,f,0.15,2.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
276,f,t,Ipanema,-22.98327,-43.19893,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,244.0,4,1125,250,t,2.26,1.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
277,f,t,Vidigal,-22.98968,-43.233,Entire rental unit,Entire home/apt,7,1 bath,1.0,2.0,556.0,5,1125,20,f,0.23,1.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
278,f,t,Vidigal,-22.98982,-43.2273,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,1113.0,5,1125,0,f,0.0,1.0,1,1,1,1,0,1,0,0,bath,> \$1000
279,f,t,Vidigal,-22.98999,-43.22718,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,1113.0,5,1125,0,f,0.0,1.0,1,1,1,1,0,1,0,0,bath,> \$1000
280,f,t,Leblon,-22.98441,-43.22771,Private room in rental unit,Private room,1,2 baths,2.0,2.0,250.0,5,180,5,f,0.08,2.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
281,t,t,Leblon,-22.98497,-43.22551,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,449.0,2,30,137,f,1.54,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
283,f,t,Copacabana,-22.96515,-43.1891,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,100.0,1,10,93,t,0.87,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
284,t,t,Vidigal,-22.99074,-43.23197,Tiny house,Entire home/apt,2,1 bath,1.0,2.0,190.0,2,180,494,t,4.64,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
285,f,t,Tijuca,-22.93145,-43.24074,Private room in rental unit,Private room,2,2 baths,1.0,1.0,668.0,2,180,1,f,0.01,2.0,1,1,0,1,0,1,0,0,bath,\$501 - \$750
286,f,f,Itanhangá,-22.9977,-43.31369,Private room in residential home,Private room,4,2 baths,1.0,1.0,300.0,2,90,0,t,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
287,f,t,Flamengo,-22.93089,-43.17639,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,379.0,3,20,2,t,0.03,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
288,f,t,Copacabana,-22.9791,-43.18918,Entire rental unit,Entire home/apt,5,1 bath,1.0,4.0,230.0,3,1125,2,f,0.02,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
289,f,t,Ipanema,-22.97894,-43.19764,Private room in rental unit,Private room,2,1 shared bath,1.0,0.0,299.0,7,7,19,f,0.3,1.0,1,0,1,0,0,1,0,1,shared bath,\$251 - \$500
290,t,t,Cosme Velho,-22.94433,-43.20504,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,105.0,3,30,81,f,0.74,1.0,1,0,1,0,0,1,0,0,bath,\$100 - \$250
